user	song_count
e47f9ba7ea490b50a45421f0cac2c1bc049f0568	911
952130c8ae0527458c75471812dbb5c506b46d5d	910
799173d75e9a997a48e569ec0e94e33d8a059ec5	910
85938b232ddb94b062c73410b0a8a5487bb07c0c	907
d47d39bbe4e7f44ad477d56202a5ec5f65598b47	905
13ce57b3a25ef63fa614335fd838e8024c42ec17	904
6d8d89c2073247e77fd23f8f53f9185a1b05c214	898
72565ddc0b3d54ecd4c079e4b7510167e9142b38	895
cc1795513f2756bd4af014dc184627d6925c02cb	894
145a42b3c345053d74f05057541742c96d78348d	891
8488b3a592b88d044c7229d508004a4ae759b7fc	891
a0169cbcc939f1ef5fded0e109f71525936498cc	890
94d3dcdd520f1f2f1daec98d1f3736bcff751654	888
bc29b378a4751d9b6cc7737207584abc2c24c9d9	887
05827149e986795839036b59a23ad3ff8dcc4bf8	884
3194cd96455b89ec9af01c32eb89b98ef68a7244	881
b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7	877
382954a216988be1abbbf63a1d066b939b73979f	875
a5952ba12c7183b8cc05919aaaedff9b75cf89c5	873
661070d2e184c0eaa61b81cdd995049907097763	872
e8f6a8d06b0096737dec1a9f44c3d48cd9e5e4b8	871
acedfad21e1fd702aacda8111551f00b1f6f378e	870
6ceb3ff3e1efa153524c556e0c0889e4ec7849b2	870
31b224a166261939c335224701fabf73499b8521	868
4e1012002b435f71a6c9211e4bd2a0ebc00bb121	868
ef7d69342690c1b110267f1497b4d12bbcaca0cb	867
ee7aa84c164038c963cfd02a7e52a5598aa470c3	866
1c1b59c5ca4089b31e75b3c445c21db8cf719470	866
a15075a926c1998d91940f118342ba8356efc7d4	864
712dc4042f3d873466a76063fa090314da2fa018	858
990839cf42658790bb57023bb1a8fa32716ec76a	856
fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3	855
05a82aa743db5b6c5965e72d458d7c0755fd9f0f	854
fc1d4c6a893c74887f2c7ec30062777594169bfd	854
10d77dc7221918cd9a4b9f2cb2b0ee6dd4a97298	851
f75aadf62730e79357879e3b5d04eaaf6b74fa06	850
34516b707f840a994a5c7876a6430d2a3b446eb4	848
f4c0e45e1c36a94af668a6350c462ee75e542461	846
a0cce68e115910e1ad80fd1502bab746c74835f5	846
d1cf80e8db6d8c8ec742a93ebf9a8f9dd152613d	846
b04e41133dd3d30a5631cc8589a1eadd48a8bd53	844
9215650e56636976a17e28c623d0830833f970f1	844
80f383bf5f6581572f6ccac661727956df49f7df	844
a48cb1e36a3adc385cd66dcfd92e4ef9d450e380	843
a76b95e9774249de389dda79f7b25c5ecc2581ef	842
39d55eedc1948ad9957d08ee36c24a448f804e39	841
91cf50e35e3fa924450d86ecae248b7cea113f0b	841
bf40f6ff247d419d07f720f0fc6af30caf0d99c2	839
c6a6ba78c6b6a5aa2f3a1c689c634eec5c9248c1	839
fbee1c8ce1a346fa07d2ef648cec81117438b91f	838
bd94799ca4b7e5fadbeecf51637d522a17a0659d	838
138d73356c23e6e12aa82fb5dc9225428c196464	836
c264b995e886cb727b950a0d3b2ca7df2246720f	834
2f72cbcbf49aac438f614626d86c5e93efb82206	833
ca97b4919638b88febbe6377c733034f9818f4ba	832
eca3e9f237d9542ecba44e2376cc35220dff9699	831
954469357b2434a20c76e940eca93185141b7f9b	829
a771391d088269c5dc7adcc9e7e0e77d3cf8b80b	829
4ee2a82d9d9f5376f0a6625455fd040b1a5ba813	828
29a8c533f936ec6edc129d7c3acbb8adb9b6a10a	825
6151509c99d22614f2ffb97693234d8c068b3b22	825
237707321971d7f90362cdb41ed355fc8592e7ce	825
83935cfc76614715e7a56ea821f45da0f1350f50	825
b3fd247eacc406f9852b69b9d895ea6719d9217a	824
e820e6777e6995614da89f2cef3f9a33bc37ad8b	823
4403518f697ae745538e83317ed66b0f5b09a356	822
03b5ed94d78669559367806d44027ed4dd850070	821
d19e8c59d207bf3e3c7ca0248a1fa684c00d006b	820
25882dd48e8b21d31242bb54d4a261e907dbf96a	820
98eb477b9b121ab4775d8ad611ddfc67e9edeb8b	817
ef6f8b6e34b0305ba4c77e7d56390cd2e94c60d4	816
02471b044e6bdff7c01e1ea2791214268ba5aaf4	815
f71229a198e9475110eea9f3215b5f7e0ffe9083	814
0cdee6593f06d18ce5030c04e780e00293855fce	813
41aad9713f7bdcb956718d0dc4281b3ccb9f6642	813
49b142551f26ec13c3376b1d5601eff26649927c	812
e2f7669fc782afcc760d9f7745b16f49cb5c545c	812
be21ec120193effd2a5e545c4bafa2e1f92e9816	811
6f7758ee2ca227c0a41ba4799c220ab0bad353b7	810
277f6bdee05a8bd0a2a58c4c107d35c4920956a7	808
79fb65313a01d0298dcc9da3a47d90d759a4bf43	808
80e71630ebda6b635a246da2805ba9ae9c4367f5	807
2225d8c7878bbf165f39d8b02d9bfa4d83033550	807
681064acdadcfeca36237d157f96a2be48b9ded0	806
97b430f6fe52008e9eafaa4563e2c9db31b0058a	805
9d7bb4fd84ff92d126285a05f5affd721b47436e	803
454d88001c4ffc6e409110855fc5ca81e128f6b1	802
fd84693afdb35030ebddc69a43d273c5b90e0c2a	802
5afb471b936fd5a8b7c1060f99beddf3d4914b90	800
7153d767aa663c267dcf4c3bfc737ba238e97342	799
99dedd05d478e3aa54b199f4432fcb9907456b34	798
6221f83782d97a9718f1fd9178f789d29d68e614	796
ebe17fe786af2f23ed9d0e8295e131b8411ea041	796
bbc35a59d09454abe5c5db2107822c31c915b6c7	796
74d54aded8585b89ef5e3d86f73bf4ce15a46e44	794
5f428dbd676d47114393f517601d0a6e85a0131e	793
3addb16b4e0c1400235b098e3a966bcb2e0bd6a7	791
2a3d80f37b92fa113d4f4b0785d797153cca5f63	791
943a4a321dbb95dc3613125710076503dd8a5813	789
5cfc0ee13db9f790cf549039b2e9bfb31d36de03	789
6e0a8e9103ad7d68e63d350fbff3386c75613ab2	789
d8fed2e63f7d78824128282abc2e9a0a3fcfdfe0	788
f44550a0969f977b2d46ff83fff4cb538308948f	788
b7032f457c624e23113c39b2f9c444a961c3fdf8	787
507b31535ac39c2ba3b7e530dbacf9309f5117c8	787
61c20f1e344fe69d9d794820afdf0f5698d6acce	787
781089806742c0285341ddb94457f1c993b7ce90	786
b7b27457acf41d121f029edf004247acad3f4b70	786
3584ec93c836deac5c5c9ce1b88da731d249e099	786
3620aafb7cd73000a77ef24496e7e9f7260cacd0	785
0c8b60137b17bbaec561436fb97aafb3a188f41a	785
28ef7fa8d25c29c13ab63d562fe5471bcf5e6895	785
2e21c7fa3c52a4f3b33019601d67fbdfc12626a6	784
7bcddb67f19237b576a04ffba65bbb5436085f36	779
2449f618b43cc1f407670dab3a7f129a127cda4a	779
e5b1a35349132afe4f96dd6b39cdc4d94031eb1b	777
1ef77502f92046ffe48f9c1481e4814dbc240f9d	777
00d7dede8a10a03ea0b2d4a08449a9776d414923	777
cb40dd0fbec81e967a3631e161fcd04933ea968e	776
31fea71c366ce3bd6aecd5dfab6cd9a102d095fa	776
7436bd75a53ddc94ae46a541ff9d44af7c85ed03	774
fde84664f22fc6527d9285fe9fb0115e32098cb1	774
edebe913b946ed16742e2a8b6fe43e9a7016abf0	773
7b59b379f87c7e3db577ab1cecda1a9b55b52e79	771
1fbb0f6de552dec6eff67288fbaf3efeae2a2427	770
afecb94d7a30492b9880c5f0698f07adc01ed62b	770
cf400f5a2d5884f119f9c16ce01b54bd667ac6f7	770
f88cc3149e1fd49ba11a991e1a95f9f78e1d0faf	769
526344eb1d14188a8ec97fdff3bef494fbf3fcfb	766
aeec3b09b6e7e7e1e0bc6a237da0cd27028f491d	766
ef0e486d45a3f82f504d87274f4e43e1dec136ca	765
82d0dee10848c44f8944baac8cb12efe776d445c	765
e6301f3cd55ad018da1d81f2428798d16ea1cb89	765
ff75f58dff87e9f9f767134882e515e75cd94dde	763
b4d493ba086f4453559f35af297b53e93b952a41	762
80c2945ac663cea01a1c1d004e6d2bbcb201cb99	762
5710f752627b40e88f94ef3643199dca976ed287	761
dfd77d70b5743e25a434ec18365df77e9214750c	758
df01325b7cbda8ebdafd88e7abbb4bc91160716c	758
1bfa16f90d6c82eb00e79c89d5a49d8d4500eabb	757
329e9ad65d6b0b089451ec3ca9f591809245956d	757
2102cfa15b3702123d179c1559717e1886170139	756
05be6a588cc454d1e400a358c562807aeec8c054	756
44dbdad6ea3eeb7cb5c4f0e74d46319c64b17704	756
6b9ef666e3b10fd428530e519e1a3f68c2fbbd1a	755
5e44e3951afbb5fef954e82c600ef678e33face3	755
e1db1d3681046f870ac881df79debf50acc4b520	754
15eeb36ae1c62d60de9fdeea0d121eb7d08713be	753
bd3478df2f64daf2e38b0550c988157b2c118481	753
3c17608542f14181229cb289afabeeecea7bfed6	753
4cb4632e48cd8960dc113eae340adc402a0413cf	751
30b7c9ee953d4b4883ae735008c473b643adb859	751
2b8814cdfdf3294e5001cfe2d3326366c67581c7	750
a7c239df341df03edcbdfcead15a37d0938acb42	749
26bb0ad3bd70361e99cd1b6692626f95d209761f	749
92b8873510e97f447b04b18efbc612787a0b051a	748
3a7b8d494de0d2ee3466c172e4713acaa1f27131	748
6e516537d760559d099728ec1a5558554b6abb45	748
24ef2ffa4cef673b6f26c41c8b7ea66c407298c9	747
36f90b0b4f9a74665810d493ad490b107edd1626	747
705889d03b3651d4c0ec3ec596ecc3ea32ebb388	747
2eb0876f28b485ed457921f6514079bf6be1e0cf	745
97dd000ec4ace34cb5b3d3a47226b8c905bbe0cd	744
4f227b60a54c1b82a5748841c70bbc628f601e8f	743
74034f5461ecc0781acb7c6d39b422070a70c079	742
a5728e514e961e103a793f6dfad382f1c1da0ee4	741
b66f112c57e7f303cc1d5d0da32f34b3875fc343	741
9af92dd4349d57bd60506d6fc2c29c1bbeaf7400	740
b27a994a9a5d5da2ab351e44410d37a654bae7d2	740
00a55d1ba6f63109c208dbd80570520d5d80f563	740
36ac46fc0507ea7cffc2f83ac1501346510eab51	740
0a66acea5854a05a1514cd259124433b4190534a	740
5fde16aab8f3bdbc0b16b627b98aadf5eb8897ca	739
8dc81b2861a513a1d54712124cd1e0be8029051c	739
92d2e8ff105b7b7ddc163e740921cafdbcd815bf	737
4c079cff2e7ba95d2961c13d8a9741b7fd3065ed	737
9c859962257112ad523f1d3c121d35191daa6d2b	736
cf816f2ddcc462856d7df4b0db9e1f17f91e93b5	736
3d9cbe9b28ecd650245bb35e3de7127b12185277	736
4710cc88978792fb5aeb12ee5c6c6667fc0a8d21	735
a5662573fc213168a37ee24f32bc2f9cd96582cc	735
959881386714d5f083903157afe3fb8f17042f3b	734
060325ceb43618b363d05b5effb7183944787186	734
656444c476b5f6d3f4e46e4539e987e70efb9821	734
27610bd302a689e1625b687a956f65c5bad49e45	733
bedad07238f60df86cb77b2d4ef1441c8f0b3a3b	733
40512c7d4dbe8126c88a794a8bc7bf094b401d64	732
580ba7c0fec4ca0addaa365f90774324607567d2	731
30cc99a1b03a19cc162b286c76047e58371ffb3d	729
d31812bf2d7d912deeddab6777528ba16af64a25	729
974a05be3d2385f40af4e6e610be59544657085e	729
57f7c9671c77f73db905344afc45627cfe5cba77	729
a2040d0e4f88dcf789640639e3091cf42270ecc2	728
364a4cb70be7594454482522154e07369e437d28	728
bf172d68872ad7627198251533c5fef3d2ab9f89	727
070b897f938fe2d7a8d38823ae01200251555eab	727
e15e7c10cfd3ffc6e2b2673dcd0981b83c1ff4ae	726
1d73417e1ac26e282fcdc1eda31cdab26d992a15	725
360dfc77809fc2f4a5863eb59bcf4191de6635ef	724
88d0db39ff9b66546a7eb0ca7d6e7268500a9ae2	724
b005b12fc799b7dce5f33a715a110df1e532d6cd	724
2f16ec74832e2f5c907d61155c2d241814260725	723
95f1d920db451a09a8bc569e16c4763ccc16f629	723
9ff5b97655c42065ee682e6af8edc5c1613c827d	723
2ab120d46935a9bfefdb790e22975628b972bdb2	722
54ddd0609b230627c79820732298f297f2d1d2be	721
8bd8e1dea66c28919835b33a576da656749a5878	721
4a5ac559ccf0bddb4a3fa5011482fd8016984f0d	721
cbf438bc393cbcc2793308bb1135cf6803c08e23	721
c04f5b6dbe56163c6b9d14f707ead48dc8a353b2	721
690ab317e29d08acb0a11e82eb0f83428cf812f9	720
ee30810179c611d32705fe0b71333dcb8703b30a	719
7560076aa3ff4c9a46d917262a87a3d830543469	719
2e1b140230efa01f6b4afbdf7f4462093059585b	719
070941445cba8e8a9157f1253116cc430c31a811	718
03699fa50d944261dd0fe6eb6c4b58cbb44bdae5	717
c319acb9a9917b02f33b6770f7d5ca187b45166c	717
76b0783046d9e6afeba341a3376b2aea0a98c582	717
91320092d037ad31e0667c4c8900d095f593f839	716
3a880eef11696669130ad4d4a5b0ce6530ea1e37	715
af1bb25c1fbbc56e27ed76da66df3beb61022548	715
b13a7fb9df1869c405ac710ec7502e4130498c6f	714
6ba7927851ffbec33619afea3893b8551ef36244	714
8ef7800274665c3d58b401de8f568fe57e3e31fe	713
4133f79564cb69148e598a0eab40fb8181173b16	713
b161e27efcd0135dabd0cc2cfea477498667b191	713
54d07c4eff369f457c7a5d1c0b9b6c48feb949f4	713
7e2a2bbe97568dfce548b1d8539354b8536e6b85	713
c9626f33539a79923c26f9e80085dd363c6b7c66	712
353e70f6690406aad7e51706bfd9df6aaab7ec55	712
8242e12c376d696e5d769a95467fc2408fb862dc	711
d8b59ee0a03db7d3d9d632809da88089c6559742	710
edbfd8ffc2cf7123f0b56a3465814205e1673b9b	710
3b7fab77bf7c4f5a4fda2976d6184bf8180a316f	710
a6a472276e0baecfa4554a7b47068dc9db65a3d4	709
1ae8f776484cb6ac33e919cdc4da8fcd0100324f	709
e84548a506848d0074c7b0ea3e9e323d55630c1c	708
3c9350c6f0526e36e1371500c186c08803109ea6	708
8caeb9db8716fe2b99070cbe1e89854eea538925	708
0c870c43fd8eb5e448ca28a5a2d91636a50c71c3	708
7a9bd01f04e7892a312e1f92aaafc0f64361fc22	708
37bdc2148d0c93e993b1bfe3db71e25139424af5	707
95926d03f275f4a3f04f068c2015e101a93a9292	706
9b71ec3ce7d6f6d3b326cf5f6dd648ae09256f32	706
ea15b3ffc12e699df0333bd0dbd743fd009b38c8	706
56d2780d3b40c3f23d8ee45fba48f2bc86350e65	706
4de2f6e29d16e9b2e25963f033fbceed655d3ca8	706
b0a3d755fe4a6549e241676b0a388e9410749c05	704
dc61155e20289dcd089ac40181cb88f042404602	704
a1ae71ae98b0ce8e4e39ffecd8d710e3602a495b	704
f13f56ad3323944286a631060789be818b16cd37	703
e19d15ecebbe90b2a9c7cc181c951e82827b8176	702
0b2e5e8934b2089000c74bf74ef0cb624958d6b5	702
5b498bef2e926769cbd71f9aa3009149deabe2f2	701
82b152c09a94dd4f7d4566080a00be441e3efbd9	701
1dc63426bbcffa512eccbb06ce2ba78f3a0ddd5b	701
762ab9285d22002586b6c9b1bf9818d47cd60d40	701
b768b4928ec7fc1423cbd45d9fe411660b7e172f	701
db009b6dfaf9fd1459f72d94f4c8260edf83c11b	701
0037cbbc2cd55e2ba6d6839b15175522339aadec	699
84dcd5a54d63a2a4e9eb5ec00b6b1cb6ec17ceeb	697
9d04ae885f9c7c08b65315ee216f0a93bb5a5e7e	696
5c017d46dcbb07063bc313e7636f82b686cc5f00	696
bb82ebc4b204090b478922180fe7334080fbb863	696
6c0b8e1213f4373efca938d467cb4e88786fcfe5	695
1cbe57f8e653e6639c298603ffef0b6ae797f255	694
b8afb60e244f7bf4528afb2214850dea753a5033	694
f6bda2088d3985d727620e6ccc37b3a15707ae97	694
f373ceefaa0a2f42149ff2b47d4e78b2407fb12c	694
0356cf1df6732509ffd29a4280a173b430a5e511	694
a820826cfe28ac3da72cf5dbfd7a36633837a03a	694
e6e0f68e948d7bcbf2ed9c4506a40a139a5e7bc7	694
0327a983748921d193b5073238b691353aeec66d	693
87edc24b4f4396d9c6aed683c62f304169463549	693
647e233e00c824c96c2b90a5732752f2ebd29960	693
e04cb252c406201c73b555cbc7a1336d2cf4c1d0	692
5bd7cd97b85c91408ef0134a3f7b15d84e01a24c	691
861adfdba012014b2c1e29e3f20413f5796fb1cb	691
45c18ead1eae300ab529dd268b665789770c9819	690
3f825edde1e0c41ee475a1fdebb57fd83d174b0c	690
e26faa6c892bd4ba6a2b5e0c99ca4a1697d7175b	689
06c0eed463407e2c4c851e9a54af83a00a17aaf1	689
8635656ae40b2c668f93b680855138bdd67fc8c1	689
27f024c0287b915f3f602ade69b8b0256252b7f0	688
83b29bd85d2000315b6a38d68dacf763ac672851	688
9e946f7dd3e31f7074ec053f551074b9a5727d94	687
ae58ceb405fa1c28749c834e0fe50a7094361951	687
3e7d4bf4ebd5ee8fb5adfad0c57b32f5493679db	687
6de9ff220a826515935ea464c5dc36af1ba359b6	687
63e7a5b340455557e4ab6fd10be9ea77db5098bb	686
b7948bd0aab3932852dce33f89604a85736a449a	686
57107a3feced24c067db22bce2d59c02d53ad04e	686
7bab6799788f7fcf19c66bf3859d3582ee18696b	686
dbdfc7e27c91f7bd7fbee59d182bff59fdd44a77	684
36407a02a51ae6c33030fc2f58f86cc13741375b	684
eaa2b3c9e086a662ab15e10ca6211a3207f40a50	683
a3f301c3ea0c7fbd9956c2418db7f05fb37d5bdb	683
19599790fb206071a69b585c2e6c0c8bcac7a15c	683
ac1866a18a749ee6f165e6b5d8ff11b04b99a44f	682
ec0337871b09f2b461ea4d6246077d3697c104cc	682
a42f52e8c5bd57f70b0fbefe252482c30b8aac36	682
2512a3b507a0d6f410b1f7833ad2b989e7234962	682
d87fcd69a5b1ff7d658bff0ba03602df731db02d	681
68bd96c417eef4110878709394500ad8cd9d8e39	681
661d99cb574624088650d8d4b21391c9846c9d88	681
a59172a6d20b0f970783b7ee8df9134fb563ccda	680
22d1bec316a779b9b5cb2009718cd3b2ac7c7980	680
b15164f036740d24903315857570b43bafa10c37	678
061121fb8f4cf4e543fee1be1c7ca63c5140025c	678
ec65de93b89e3301f3479bdaa0a98c0afbd4ffef	677
7b8f7ad86cdb0a917f35a29ee27ea9380a48f3df	676
91b6c69da20bd30da2ea10a0a65b7117606e9d0c	675
19251a7240ac31e402f36bd810c61387fd4ea23d	675
5c25fab3ae40650e8b97ae3ab141107c40c11cad	675
f1bf5b99cb11dfb9497f36a69f79bad705f1d6fa	674
7c7aa7bde39229221e50c1e5ffffc86005fcee2f	673
7c6db6b98a372da491c5ccde2a31308d94686755	673
faf46da62a5b9b80ff5f24fcaf2914293aa8ca19	673
44f0b63e24476a96e5236955b69c8e4d35147337	672
856d22f6d44c00962a6d91f614a83df54f792b4d	672
f609b66cd39d497f26b951503be10974a5b692da	672
ed102077d3861d6b8f0e2162217afdba960afdc6	671
6f054d77f955d12cf93c52e66e11636c07bd89ca	671
3eda3edfadcf8ea3b0105b53d670cc1f48355124	671
7be76db45f21dcbb68ff9cc55ebeddcb1db71479	671
203da1669c367be42feaa4fd2f349214a59a6a06	670
7e7a99359ddb29265209764eef623124cbd15ca3	670
d80a930728de715e280f9f5056078d6ef84579fa	669
e8c4d27dccabf139c74354b96bf35af1d63d5381	669
9af7bb657715f4b8bb63588fc8c8a3ec46cbdb6e	669
6a8fb4968a5f3b0a5b3708258e2582f66001b15a	669
37b15f2c47bcf8cd3c3891a215154bf0d08df2a4	669
b3f0e3afc361299c9f21dc03dcc67c838fe0f56e	669
8466bd888c8ddbf184687d0aebf4579e494fcae1	668
f1b274ebbbebde6f187b80ec79185530d20f7154	668
d5e70734c6a059db2168cb650bb3b97626a20b4d	668
4eefa3af168fe87c528a1749e7a77dc7ec524cc2	668
7b730a3a3f591a7678cb6cff3c4e0fd8b0f2cab4	668
7329525c6cb7bc1bbe55f765ebed8c91e36a5c5e	668
351871611a7da4c794bf970fab719eac138e96d7	668
0a41c6758ee298ab28e69510e705efef43a6c30e	668
8fc187765f25645e802bd5137f641c8de7df17b8	667
074e48533092ce7e8d797f33610d3e582ecb4bad	667
a1805d3217a7e2506676eacfd727cc61355e8e90	667
a13c1164f2c3019d8722bc5326565fa18941a697	667
afa53314cb4de4e710759710e93eaa73a1e768d2	667
1c722308900a081df187ae5ea32465e1a37421d7	667
c62e829e44ca7fab358c5f3bd8972a1b4806eb90	667
b5a3d7764a7511590262a695b234335a6589dbeb	666
5a31d76630fd19f9d6260ce050507423f263e66b	666
78ee0e29bce41212e7f32b8cc9813e4ebfacc776	666
99a844e3fdf06a4e8d4fbdaca2fb472d98c64ce3	666
ac1c7a488e016d477fd6d23ef45a8a48643c02e7	665
b048f21afd5e7467f187bf9f9d413e97c32313a9	665
dd0a2cc711c7ae2deb57c0089ded533db473d5b1	665
93041c61f07ec6570fb5385c47cebcccd2e3e725	665
292af91291d6d41204732a1cdceb7fcf8fa1d445	664
d02bfa8f1103e54c0d8b947f7ee507092561e35b	664
e3ab752731a275a2809ba0d3efcbf59ac107250b	664
3d257235eadd853a6fc16ca5a56c7348f47eef8d	663
97f108efe890d76aa5fcc8b66e4d740a1944d5a7	663
24b3cb54996016fe312356764c3f66ab5bb32582	663
0def638f4ce4a048d7755edf7fff6940364f2252	662
e91c5a5857318350ed0ec12c55fe15eab7eea4f2	662
7aea7fc1f48e8f32b403113baec0c0a8c6086ce4	662
0c65e8f1e713e01dc0faf7927bc664bd9fc17c40	662
